koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
FALSE POSITIVE,0.56678702,131.849,0.0063,3.074,7.5,0.27,2356,7279.54
FALSE POSITIVE,2.19642864,133.4945,0.004,4.933,99.5,0.79,1193,477.24
FALSE POSITIVE,2.19635512,133.515028,0.702,9.65516,266550,82.04,1793,2448.43
FALSE POSITIVE,26.71841755,138.0518033,1.069,8.14155,72976,66.69,727,65.88
FALSE POSITIVE,0.615787196,131.71405,0.7452,3.067,110.6,3.5,3886,53910.99
FALSE POSITIVE,1.025534511,132.4990072,0.883,3.52048,110950,43.68,1896,3066.26
FALSE POSITIVE,7.64941291,132.1070518,0.231,6.56935,236250,53.4,1050,287.83
FALSE POSITIVE,13.17480793,136.4631739,1.065,3.37392,71071,51.06,811,102.2
FALSE POSITIVE,0.655094658,131.78278,1.22,6.159,372,26.41,2173,5290.98
FALSE POSITIVE,0.692239369,131.584611,1.074,2.91121,62962,67.05,2594,10725.15
FALSE POSITIVE,1.575710265,131.692741,0.83,6.83787,173950,246.75,2630,11307.3
FALSE POSITIVE,3.6972959,131.753,0.995,21.335,19.7,1.07,1571,1438.97
FALSE POSITIVE,6.855624762,136.0224296,0.877,3.02199,70873,33.93,987,224.32
FALSE POSITIVE,80.7060641,139.436835,0.956,6.8899,11852,15.47,428,7.96
FALSE POSITIVE,2.17814513,132.02979,0.78,2.321,136,1.22,1428,981.63
FALSE POSITIVE,1.089057762,132.03859,0.185,1.637,37.4,0.44,1404,917.78
CANDIDATE,3.90735046,133.7385,0.088,2.896,109.3,0.83,1007,243.14
FALSE POSITIVE,0.626431697,131.899296,1.145,2.0171,37224,34.05,1709,2003.98
FALSE POSITIVE,2.696354974,132.9926416,0.324,5.39585,245990,80.71,1815,2560.78
FALSE POSITIVE,14.76288917,133.7747853,1.046,6.52705,79330,53.72,759,78.43
FALSE POSITIVE,1.463775066,132.80636,0.719,0.953,45.1,1.2,2308,6722.29
FALSE POSITIVE,246.87131,220.3739,0.327,10.69,433.6,2.02,302,1.97
FALSE POSITIVE,1.559090282,131.7719964,0.375,4.95211,226980,129.87,2905,16893.61
FALSE POSITIVE,15.54135882,141.9557755,1.25,2.44433,10308,149.19,1174,448.22
FALSE POSITIVE,12.8177012,143.6091,0.0006,3.465,75.6,1.21,999,235.16
FALSE POSITIVE,2.274628199,132.0170362,0.986,4.52648,103970,104.26,2092,4536.51
FALSE POSITIVE,85.338393,215.564,0.004,8.5,633,11.4,741,71.36
FALSE POSITIVE,5.499941793,132.816764,0.531,11.3096,47751,59.94,1878,2942.15
FALSE POSITIVE,2.629870555,132.067717,0.705,6.606,101310,34.05,1291,659.45
CANDIDATE,0.947554749,131.87955,0.058,1.097,65.4,0.67,1633,1680.03
FALSE POSITIVE,6.62761199,132.5466377,0.753,6.15281,227140,82.03,1204,496.41
FALSE POSITIVE,28.59788033,152.9842901,0.356,7.71925,85952,74.25,1014,250.21
FALSE POSITIVE,252.1638623,191.470778,1.149,23.92,103790,50.74,242,0.81
FALSE POSITIVE,1.124033822,131.62878,0.719,5.5728,247560,98.04,2547,9953.28
FALSE POSITIVE,2.796661168,134.032331,1.276,3.3781,2363.8,47.68,1661,1797.72
FALSE POSITIVE,1.83592242,132.077813,1.189,5.9942,30746,46.3,1501,1195.13
FALSE POSITIVE,128.208643,230.1943,0.811,2.745,212.2,6.15,792,93.05
FALSE POSITIVE,8.784575777,134.6752148,0.5,5.3022,262980,104.57,1555,1380.83
FALSE POSITIVE,1.949700508,132.4267375,1.153,4.35014,38119,56.11,1716,2048.37
FALSE POSITIVE,3.735993484,135.062493,0.993,17.4877,617990,571.07,2063,4283.18
FALSE POSITIVE,0.639721284,131.8546732,0.404,2.69771,465920,46.59,1505,1220.53
CANDIDATE,1.002591901,131.65849,0.312,1.247,143.2,0.87,1391,884.21
CANDIDATE,3.37116682,132.0176,0.318,4.708,71.4,0.98,1291,656.3
FALSE POSITIVE,5.2434664,132.7707,1.016,18.47,119.4,2.83,831,113.05
FALSE POSITIVE,5.2441517,132.6668,0.557,9.69,90.1,0.91,1056,293.68
FALSE POSITIVE,5.2443332,132.6164,0.775,11.268,29.9,0.58,1054,291.25
FALSE POSITIVE,20.72606991,143.201391,0.989,6.47393,118860,51.9,657,43.93
FALSE POSITIVE,0.566794934,131.84569,0.974,4.399,68.9,1.15,2457,8648.94
FALSE POSITIVE,0.566800287,131.815992,0.648,3.487,73.9,0.88,2260,6188.18
FALSE POSITIVE,0.566791946,131.8145,0.982,2.77,125.7,1.54,2160,5129.25
FALSE POSITIVE,0.566801325,131.82499,0.77,4.176,92.1,1.07,2383,7585.82
FALSE POSITIVE,14.85441567,136.5597829,0.57,5.13753,77410,29.77,798,95.83
FALSE POSITIVE,38.47674409,150.5742128,0.458,5.10744,173170,33.8,463,10.85
CANDIDATE,6.613671,136.4964,0.096,4.211,32.8,0.91,1266,607.33
FALSE POSITIVE,1.79621807,131.54732,0.72,10.16,47,1.54,2480,8937.14
CANDIDATE,1.48062814,131.51535,0.479,2.898,62.5,0.76,1653,1770.63
FALSE POSITIVE,1.12679793,132.2757,1.215,12.079,227.2,21.07,1590,1514.63
FALSE POSITIVE,0.998217563,131.8142317,1.003,3.90851,87567,88.64,2795,14421.97
FALSE POSITIVE,0.58640848,131.55583,0.352,2.616,61.3,0.48,1444,1029.91
FALSE POSITIVE,33.46947449,154.008513,0.315,11.8874,164610,127.38,972,211.38
FALSE POSITIVE,349.85525,285.6453,0.485,5.42,842,2.63,251,0.94
FALSE POSITIVE,2.488812012,132.1282609,0.931,5.94523,131000,83.26,1852,2776.19
FALSE POSITIVE,0.51811818,131.646,0.021,0.3969,99,1.09,2360,7376.27
CANDIDATE,1.057080807,131.69304,0.966,1.82,60.6,0.97,1805,2518.85
FALSE POSITIVE,21.29473387,147.0967696,0.957,7.60143,123180,71.55,771,83.71
CANDIDATE,13.4959496,142.1992,0.2136,2.085,253.6,1.62,784,89.25
FALSE POSITIVE,2.045166206,132.3655682,0.661,6.84312,263640,131.41,2422,8125.86
FALSE POSITIVE,2.41349123,133.5687,0.728,11.29,57,2.11,2348,7197.15
CANDIDATE,43.2675604,136.4574,0.818,8.331,69.1,1.61,664,45.99
FALSE POSITIVE,9.762550001,131.671965,1.006,4.87531,41580,68.93,1375,843.46
CANDIDATE,16.9163386,132.8922,0.6327,2.521,64.2,0.68,648,41.74
FALSE POSITIVE,2.521265,132.848,0.463,2.69,36.5,1.16,2049,4175.66
FALSE POSITIVE,13.78252221,139.480567,0.718,8.27762,248940,41.84,605,31.69
FALSE POSITIVE,1.89121656,132.7016,0.404,5.14,66.8,0.73,1434,997.34
FALSE POSITIVE,10.26561325,136.4886955,0.667,5.67553,150460,61.45,1000,236.6
FALSE POSITIVE,0.730956716,132.21412,0.129,2.097,27.8,0.57,2192,5431.8
FALSE POSITIVE,7.04715073,132.7471,0.272,1.434,282.5,1.54,932,178.49
FALSE POSITIVE,3.58966681,134.56621,1.209,18.534,421.3,95.86,2410,7969.78
FALSE POSITIVE,0.961292561,121.4629897,0.579,4.64294,325530,92.55,2344,7160.97
FALSE POSITIVE,63.68192888,167.547736,0.583,12.6047,341720,71.45,486,13.15
FALSE POSITIVE,1.246585716,132.0206985,0.427,4.62051,406770,81.28,1992,3709.26
FALSE POSITIVE,0.898932836,131.81613,0.565,2.437,61.1,1.51,2489,9056.7
FALSE POSITIVE,7.304451735,135.0252768,1.013,4.09326,143630,59.02,931,177.19
FALSE POSITIVE,1.181046137,132.122922,1.165,2.6923,52609,37.78,1389,878.27
FALSE POSITIVE,2.025580416,131.864175,0.434,4.48448,44998,43.23,2102,4618.62
FALSE POSITIVE,20.28281916,137.05176,0.719,36.048,2797.5,22.46,1141,401.55
FALSE POSITIVE,4.931365987,133.153013,0.686,14.7088,255950,139.59,1755,2239.55
FALSE POSITIVE,345.1846728,228.840845,1.179,6.5468,29989,44.91,257,1.03
FALSE POSITIVE,5.2436612,132.7337,0.436,11.39,88.3,1.1,1249,574.76
FALSE POSITIVE,3.7789374,132.1163,0.6778,10.767,56,0.48,860,129.06
FALSE POSITIVE,2.49904083,133.3698,0.01,2.651,128.2,1.04,1258,592.18
FALSE POSITIVE,1.99567242,132.87321,0.564,3.58,18,0.75,2137,4939.44
FALSE POSITIVE,0.89879279,131.6716,0.249,1.031,26.6,0.57,2116,4765.1
FALSE POSITIVE,0.566793818,131.8298,0.985,4.929,100.3,1.17,2027,3972.65
FALSE POSITIVE,0.566797474,131.8117,0.575,2.708,98.8,1.04,2270,6276.39
FALSE POSITIVE,1.585673651,132.013007,1.148,3.20763,44116,50.53,1648,1740.78
FALSE POSITIVE,14.79721916,144.6959608,0.157,7.61037,252700,47.71,787,90.8
FALSE POSITIVE,2.897829967,132.6047388,0.756,3.17788,163090,54.35,1454,1054.79
FALSE POSITIVE,0.706428634,132.1461749,0.393,1.75182,372130,47.64,1416,951.77
FALSE POSITIVE,1.46842648,132.165432,0.633,6.6666,151000,40.3,1559,1402.93
FALSE POSITIVE,2.535389624,133.38659,1.189,2.902,418.1,16.24,1113,362.73
FALSE POSITIVE,1.627538928,131.91531,0.769,5.583,39,1.42,2520,9504.13
FALSE POSITIVE,1.679585725,131.5600829,0.97,7.34648,101790,28.99,970,209.45
FALSE POSITIVE,5.40346248,133.7451943,0.521,7.6494,261350,108.46,1559,1398.38
FALSE POSITIVE,0.82484293,131.6424,0.03,1.383,618.6,97.92,8138,1040816.86
FALSE POSITIVE,4.4473549,133.8362,0.98,18.99,203.6,1.52,954,195.56
FALSE POSITIVE,7.51514595,138.0800379,0.84,3.54486,117460,35.8,842,118.99
FALSE POSITIVE,19.23003819,132.5814956,0.694,7.04412,266180,186.53,1361,810.65
FALSE POSITIVE,21.12000574,150.128392,0.986,2.05573,13054,31.2,880,141.75
CANDIDATE,1.96682825,132.68632,0.415,1.645,214.3,1.18,1283,638.54
CANDIDATE,4.237447181,135.17679,0.187,0.3792,350.1,2.26,1172,446.38
FALSE POSITIVE,3.10197712,133.78902,0.984,7.083,124.6,2.64,2246,6009.05
FALSE POSITIVE,3.747835042,134.1877331,0.547,5.28519,188920,141.7,2697,12482.82
FALSE POSITIVE,0.94754848,132.266431,11.1936,1.7347,11348,224.79,622,35.37
FALSE POSITIVE,1.756466865,132.030299,0.824,4.7781,188220,87.4,1831,2652.65
CANDIDATE,13.2298203,134.3757,0.435,3.566,157.8,1.5,856,126.84
FALSE POSITIVE,3.71840884,134.6575,0.192,3.611,77.2,0.84,1184,464.19
FALSE POSITIVE,1.703347524,132.4680448,0.223,3.3039,504410,47.62,1202,495.27
FALSE POSITIVE,1.70332915,132.47294,0.307,1.663,98.5,0.86,1420,965.03
FALSE POSITIVE,20.413812,148.5092,1.158,5.806,496.4,16.5,586,27.84
FALSE POSITIVE,7.363572395,138.70442,0.922,5.7545,129700,82.22,1287,649.25
CANDIDATE,5.90260586,136.35507,0.1049,1.832,337.7,1.26,759,78.58
CANDIDATE,22.80265,132.9476,0.1018,19.34,53.1,2.36,1045,281.59
FALSE POSITIVE,1.120997701,131.48486,1.114,11.243,145.6,66.58,3992,60096.61
FALSE POSITIVE,1.874967748,132.701553,0.817,10.0159,31526,378.99,4440,91765.97
FALSE POSITIVE,21.926779,135.5453,0.542,10.05,198.6,1.26,618,34.52
CANDIDATE,27.2173855,144.6728,0.6516,3.268,155.9,1.34,667,46.8
FALSE POSITIVE,501.90703,205.619,0.0805,12.43,306.9,1.83,254,0.99
CANDIDATE,6.27651592,136.18032,0.172,1.973,166,0.65,532,18.89
FALSE POSITIVE,3.115304946,133.1240488,0.89,4.88748,149520,61.66,1404,918.39
FALSE POSITIVE,12.4269264,141.4499,0.04,21.826,126.6,1.66,906,159.5
FALSE POSITIVE,12.4261809,141.5307,0.98,29.09,92.2,1.88,976,214.85
CANDIDATE,0.61810542,131.74488,1.2326,6.666,12264,39.52,1994,3735.52
FALSE POSITIVE,2.158398259,131.894054,0.996,8.1633,93038,101.02,1829,2649.52
FALSE POSITIVE,359.534371,218.68613,100.806,24.205,5732,64333.8,491,13.7
FALSE POSITIVE,2.2127498,132.7452,0.229,3.054,22.7,0.68,1801,2494.14
FALSE POSITIVE,2.25353739,132.486708,0.82,5.74622,182830,96.65,2056,4215.56
FALSE POSITIVE,17.99646148,139.5431461,1.091,4.65638,62755,114.45,1004,240.38
FALSE POSITIVE,1.386249249,132.742206,1.135,2.99104,47188,78.6,2137,4939.8
FALSE POSITIVE,0.566795728,131.8148,0.653,2.79,18.9,0.64,2755,13656.59
FALSE POSITIVE,0.566780836,131.8749,0.005,4.937,60.9,0.75,2204,5608.62
FALSE POSITIVE,15.44605962,145.5341274,0.3,4.5963,330910,52.93,701,57.04
CANDIDATE,1.790518325,132.9384734,0.643,3.34624,61542,32.19,1850,2761.65
CANDIDATE,40.7698541,158.86363,0.202,2.997,239.8,1.87,585,27.73
FALSE POSITIVE,1.03905082,132.5348,0.4522,3.035,43.8,0.87,2297,6581.45
FALSE POSITIVE,7.140373046,138.008012,0.309,7.07032,205260,61.56,1132,388.56
FALSE POSITIVE,2.496328637,132.2054088,1.199,2.73115,20527,112.28,2317,6804.42
FALSE POSITIVE,16.31328124,136.853981,0.768,4.45731,71589,30.85,747,73.51
CANDIDATE,5.01880305,132.25191,0.172,1.823,98.7,1.08,1178,455.98
FALSE POSITIVE,1.583334941,132.377894,0.781,4.4854,177070,52,1548,1362.14
CANDIDATE,299.70688,360.3939,0.1196,15.39,230.7,1.15,237,0.75
FALSE POSITIVE,7.9320191,136.4321,0.5896,8.18,125.1,1.04,811,102.05
FALSE POSITIVE,8.4804737,135.834,0.33,6.157,337,1.85,930,176.51
FALSE POSITIVE,4.994773558,136.1744922,0.416,4.48893,259760,62.69,1264,604.21
FALSE POSITIVE,1.105094098,132.5461998,0.161,4.38191,730500,267.59,3771,47811.67
FALSE POSITIVE,0.952377862,132.335117,1.248,4.0869,2122.3,28.44,1713,2023.36
FALSE POSITIVE,1.941635737,133.1097354,1.071,2.46683,69814,59.71,1728,2109.03
FALSE POSITIVE,0.539445498,131.898299,1.214,2.2821,25302,68.65,2959,18153.51
FALSE POSITIVE,2.52122764,132.86973,0.298,2.249,127.3,0.91,1177,453.48
FALSE POSITIVE,475.91706,588.8926,1.222,22.86,967.3,28.22,221,0.56
FALSE POSITIVE,0.858285844,131.87904,0.3323,1.799,43.4,0.9,2274,6321.2
CANDIDATE,4.88446644,135.24744,0.776,2.057,221,0.84,579,26.5
CANDIDATE,3.03359398,133.08355,0.023,4.026,95.6,1.55,1529,1294.06
CANDIDATE,9.3888216,134.42144,1.14,4.154,192.7,20.91,963,202.91
FALSE POSITIVE,2.115510941,131.99122,0.492,7.2877,415160,191.42,2701,12609.03
FALSE POSITIVE,1.015044104,131.56407,0.984,10.994,158.2,1.98,1979,3627.61
FALSE POSITIVE,3.711013336,132.4882537,1.192,3.31024,24989,55.69,1436,1003.75
FALSE POSITIVE,2.97586085,133.0352,0.117,4.513,105.9,0.85,1135,392.05
FALSE POSITIVE,4.426344495,134.231165,0.668,5.84235,276140,78.3,1316,709.74
FALSE POSITIVE,0.957823876,132.414882,0.992,3.7232,104690,110.91,2649,11612.14
FALSE POSITIVE,30.96021667,156.1595497,0.58,15.4308,340410,62.08,527,18.3
FALSE POSITIVE,2.470283788,133.251861,0.804,7.8391,193830,157.82,2657,11792.22
FALSE POSITIVE,1.23513471,132.0046,0.716,5.44,42.8,0.7,1743,2172.96
FALSE POSITIVE,10.21712165,137.2457336,0.786,4.35647,205220,81.1,994,230.53
FALSE POSITIVE,0.618060842,131.63533,0.944,1.892,25.1,0.51,1854,2791.09
FALSE POSITIVE,12.4232158,141.7294,0.245,17.67,261.5,1.3,685,51.91
FALSE POSITIVE,4.3206933,131.8905,0.973,50.68,147.9,1.66,1205,499.09
FALSE POSITIVE,16.48679636,131.6041706,0.309,7.06797,48943,46.92,1053,290.46
FALSE POSITIVE,20.14880771,135.8116283,0.215,8.52557,526950,68.52,631,37.55
FALSE POSITIVE,1.142946648,131.9010021,0.479,3.40234,412550,43.5,1293,660.96
FALSE POSITIVE,7.217010987,135.4523674,1.287,4.4215,78714,89.71,1096,341.36
FALSE POSITIVE,0.566791802,131.81736,0.679,2.2,49.3,0.66,2040,4113.39
FALSE POSITIVE,2.245738777,133.2650421,0.397,8.61629,483490,99.05,1737,2156.25
FALSE POSITIVE,2.24572117,133.26678,0.596,3.88,48.2,0.74,1479,1131.64
FALSE POSITIVE,2.316171991,132.311636,0.7,4.03025,251480,49.53,1288,651.03
FALSE POSITIVE,0.566813319,131.78768,1.196,3.752,129.1,23.19,2313,6742.52
FALSE POSITIVE,28.78725751,137.094192,0.559,13.953,49618,91.26,971,210.02
FALSE POSITIVE,0.835315046,131.9570817,1.224,2.45449,16876,30.54,1490,1160.98
CANDIDATE,6.29340543,133.8686,0.431,3.024,96.4,1.08,1072,312.61
FALSE POSITIVE,0.706430188,132.14208,0.288,1.301,50.8,0.41,1473,1116.9
CANDIDATE,0.78430061,132.23164,0.659,2.952,254.7,1.14,1566,1416.91
FALSE POSITIVE,2.665875491,131.6187983,0.878,7.59461,161390,67.43,1502,1199.89
FALSE POSITIVE,2.6658312,131.627,0.864,5.771,40.8,0.99,1663,1807.48
CANDIDATE,22.786522,153.2108,0.3817,2.197,228.3,1.45,661,45.26
FALSE POSITIVE,2.028512246,132.8392103,0.871,5.00309,121560,50.28,1542,1333.24
FALSE POSITIVE,1.332545609,132.05755,0.582,3.997,278.2,28.37,5080,157611.61
FALSE POSITIVE,1.33256256,132.04698,0.137,3.088,174.9,16.03,4529,99175.88
FALSE POSITIVE,1.33258981,132.0364,0.223,3.987,78.4,0.67,1369,832.33
CANDIDATE,8.7396758,136.5829,0.957,3.866,1431,3.29,577,26.17
CANDIDATE,50.0122,153.9789,0.484,3.426,210.4,1.2,432,8.23
FALSE POSITIVE,28.7850347,145.7978,0.2978,2.102,102.9,2.5,993,229.66
FALSE POSITIVE,6.096030635,135.0308909,0.642,18.4531,901660,406.97,1925,3246.2
FALSE POSITIVE,5.9371708,135.957,0.4778,4.954,157.1,1.17,945,188.41
FALSE POSITIVE,0.577844035,131.88058,1.194,4.291,320.4,18.93,1980,3647.63
FALSE POSITIVE,1.75147897,132.47509,0.008,7.89,76.7,1.8,2340,7086.5
CANDIDATE,3.17796408,134.35285,0.901,0.542,47.7,0.74,1034,270.25
CANDIDATE,3.05293416,132.96692,0.328,2.155,227.5,1.18,1047,284.82
CANDIDATE,7.5017934,138.8271,0.286,4.271,134.8,1.32,1046,283.25
CANDIDATE,0.912351255,131.59612,0.956,1.072,111.8,1.46,1840,2705.58
CANDIDATE,12.4701111,143.7236,0.569,3.616,89.7,2.06,1074,313.87
FALSE POSITIVE,3.495457889,132.083941,0.965,6.9796,114620,84.49,2051,4186.71
FALSE POSITIVE,4.01668015,134.240703,0.911,2.2828,38007,22.11,1016,252.13
FALSE POSITIVE,0.513482156,131.75477,0.004,2.732,91.6,0.83,2072,4335.56
FALSE POSITIVE,225.66716,195.6621,0.3037,16.6,342.9,1.94,331,2.82
FALSE POSITIVE,4.24748886,132.0562,0.242,3.053,121,1.01,1079,319.94
FALSE POSITIVE,1.000012952,131.7614,0.097,1.221,36,2.12,2858,15781.19
FALSE POSITIVE,0.878803439,132.267269,0.467,2.74503,410720,51.97,1347,775.9
FALSE POSITIVE,8.65303996,136.66798,0.369,1.091,497,1.88,764,80.51
FALSE POSITIVE,12.4257442,141.52382,0.963,29.122,936,8.43,1551,1369.63
FALSE POSITIVE,12.4254241,141.5418,0.938,24.98,378.9,2.17,755,76.9
FALSE POSITIVE,0.755109271,131.81838,0.4041,2.619,23.2,0.47,1961,3494.52
FALSE POSITIVE,1.75251585,132.7544,0.738,3.489,125.9,1.02,1447,1035.27
FALSE POSITIVE,8.27923132,133.81711,0.187,2.355,164.9,1.08,815,104.49
FALSE POSITIVE,2.212877035,132.682428,0.518,4.66961,376200,69.18,1507,1221.98
FALSE POSITIVE,0.515875396,131.7013,0.95,1.21,1773,7.22,3189,24441.1
FALSE POSITIVE,2.83401711,133.5005,0.2794,5.938,84.2,0.93,1381,859.57
FALSE POSITIVE,0.566803996,131.80782,0.123,3.399,141.6,0.64,1350,786.1
FALSE POSITIVE,0.566799927,131.83464,0.188,4.71,145.1,0.77,1649,1738.27
FALSE POSITIVE,0.566786121,131.8363,0.591,3.404,81.8,0.79,1984,3678.65
FALSE POSITIVE,0.566802891,131.79487,0.628,1.861,49.2,1.29,3111,22107.66
FALSE POSITIVE,1.01884975,132.0857,0.2737,3.233,30.9,0.47,1754,2238.64
CANDIDATE,10.9279755,139.9174,0.0956,2.486,71.5,0.81,834,114.42
FALSE POSITIVE,32.4403392,142.2555263,0.645,4.50984,287600,44.56,448,9.52
FALSE POSITIVE,2.62387291,134.0049825,0.49,4.61248,232470,74.23,1790,2430.91
FALSE POSITIVE,3.671661096,132.0909174,0.923,4.29947,129240,105.82,1967,3539.43
FALSE POSITIVE,0.50948306,132.0386,0.3535,3.14,74.6,1.22,3024,19778.63
FALSE POSITIVE,1.890227354,131.678589,0.957,3.855,112260,42.05,1236,551.66
FALSE POSITIVE,1.38718209,132.8579,0.28,2.595,45.5,0.68,1707,2011.41
FALSE POSITIVE,3.138580493,132.330622,0.619,4.16343,233340,59.24,1281,635.61
FALSE POSITIVE,581.0723,371.0249,88.7243,15.81,1364.2,161858,639,39.36
CANDIDATE,10.2170589,139.1299,0.132,2.259,121.3,1.17,929,176.34
FALSE POSITIVE,2.14344093,133.497247,0.686,3.9741,133320,28.69,1033,269.48
FALSE POSITIVE,9.058487716,137.3378842,0.213,4.14334,127970,20.51,547,21.15
FALSE POSITIVE,39.23814157,148.651652,0.459,6.07183,439210,90.93,656,43.69
FALSE POSITIVE,7.436016459,136.518226,0.433,4.16284,106530,31.39,968,207.61
CANDIDATE,27.5837778,142.9808,0.0221,1.516,202.5,11.03,1330,739.57
FALSE POSITIVE,14.36102158,138.842986,0.003,13.2895,459880,45.9,594,29.44
FALSE POSITIVE,14.84424039,134.2337694,0.275,6.83577,83412,28.97,810,101.98
FALSE POSITIVE,4.42158021,134.395447,1.146,10.4532,61032,188.89,2565,10243.23
CANDIDATE,3.14735789,133.3871,0.03,3.643,51.8,3.45,2209,5635.4
FALSE POSITIVE,10.11614452,139.9824969,0.879,2.70314,58144,17.21,549,21.56
FALSE POSITIVE,1.953285321,133.1432,1.312,1.67598,1520.3,151.56,2927,17363.68
CANDIDATE,2.61090223,133.25501,0.813,1.976,222.5,1.8,1323,724.16
CANDIDATE,17.6637979,144.239,0.695,6.194,67.9,2.98,1178,455.65
CANDIDATE,9.48814747,139.17907,0.5693,1.163,47.9,0.73,856,126.75
FALSE POSITIVE,346.36642,365.2864,0.45,14.94,148.2,1.57,314,2.3
FALSE POSITIVE,3.471399214,133.7510303,1.014,5.07707,92285,89.62,1558,1390.76
FALSE POSITIVE,4.176929219,133.197382,0.984,5.2003,70355,31.35,938,183.08
FALSE POSITIVE,569.45051,143.4648,0.001,9.63,425.4,1.96,225,0.61
FALSE POSITIVE,18.11208877,134.713916,0.982,6.7828,116630,96.62,1068,307.27
CANDIDATE,4.84505985,134.94868,0.903,2.078,298.4,1.54,723,64.57
FALSE POSITIVE,8.665259912,132.216249,1.269,3.1088,1840.6,82.42,1378,852.84
FALSE POSITIVE,4.726086185,132.9230889,0.651,4.39793,181820,41.38,1032,267.96
CANDIDATE,623.70774,303.3588,0.003,6.688,250.9,1.81,258,1.05
FALSE POSITIVE,1.51945182,132.5975,0.599,2.95,13.7,0.5,1901,3080.82
FALSE POSITIVE,25.76205672,139.7346639,0.445,14.8694,447720,74.87,604,31.48
CANDIDATE,2.70581614,132.53726,0.6199,6.56,46.9,0.69,1356,799.75
FALSE POSITIVE,10.76839193,137.679347,0.001,12.5252,107380,52.8,970,209.25
FALSE POSITIVE,0.733724504,132.02461,0.257,2.208,45.9,0.96,2601,10830.96
CANDIDATE,1.28940823,132.0764,0.628,3.652,32.1,2.48,3112,22119.66
FALSE POSITIVE,0.566811926,131.79708,0.681,4.181,82.6,0.91,2293,6584.06
FALSE POSITIVE,1.69421771,132.006,0.734,4.161,91.1,0.74,1274,621.89
CANDIDATE,13.8086331,141.604,0.029,3.613,207.1,1.09,659,44.5
FALSE POSITIVE,2.739477089,131.930634,1.189,3.18229,32096,50.48,1475,1120.19
FALSE POSITIVE,4.028671454,133.9542149,0.294,8.12253,113970,52.42,1492,1169.87
FALSE POSITIVE,0.687004402,131.86316,0.689,3.829,93.7,2.89,3535,36888.8
FALSE POSITIVE,0.91839938,131.6132,0.519,4.479,152.1,1,1558,1389.28
FALSE POSITIVE,0.94356284,132.3272,0.569,5.721,13.4,0.76,3176,23945.42
CANDIDATE,2.243569483,133.7306188,0.381,4.14769,66328,21.11,1364,817.05
CANDIDATE,2.4376438,132.1228,0.112,1.587,27.1,0.79,1686,1909.13
FALSE POSITIVE,0.651731691,131.751463,1.255,2.4602,20524,71.9,2604,10815.86
FALSE POSITIVE,55.884827,140.6478,0.752,2.283,497.6,2.11,438,8.7
FALSE POSITIVE,3.75938475,134.13833,0.505,1.188,133.1,3.1,1677,1868.97
FALSE POSITIVE,10.6840477,134.084445,1.012,3.515,81901,26.43,444,9.21
FALSE POSITIVE,2.305097141,133.705069,1.286,1.9378,5880,89.22,2753,13581.41
FALSE POSITIVE,18.52591745,144.1948764,0.415,5.9056,455660,64.42,618,34.58
CANDIDATE,4.15736472,132.85855,0.226,2.217,200.7,1.09,931,178.03
FALSE POSITIVE,0.502454299,131.9221686,1.17,2.31547,37454,43.95,2336,7025.25
FALSE POSITIVE,27.30815016,143.504361,0.167,4.43906,388000,47.06,523,17.75
FALSE POSITIVE,1.222127938,131.81559,1.258,2.2613,2486.5,30.32,1470,1107.41
FALSE POSITIVE,0.589753355,131.83147,0.318,0.606,216,1.03,1760,2262.14
FALSE POSITIVE,0.760935268,131.6357605,0.527,2.77023,370600,35.68,1285,640.66
CANDIDATE,2.012094,131.5688,0.066,2.157,74.8,0.99,1523,1274.27
FALSE POSITIVE,1.33258772,132.0314,0.634,5.187,70.8,1.13,1825,2625.26
CANDIDATE,9.4767057,134.7294,0.003,3.893,230.5,1.38,841,118.13
CANDIDATE,208.54335,230.9934,0.001,9.851,614.6,2.84,321,2.52
CANDIDATE,5.0395851,133.828,0.1968,4.556,70.1,0.78,1067,306.35
CANDIDATE,7.64370363,137.87526,0.785,2.738,70.9,1.85,1334,748.7
CANDIDATE,2.9590637,133.9227,0.2957,28.81,23.6,0.65,1564,1415.74
FALSE POSITIVE,15.06649153,140.655427,0.988,6.2852,106050,88.56,932,177.96
FALSE POSITIVE,1.831829703,132.53923,0.788,7.289,40509,49.38,2078,4410.65
CANDIDATE,5.11683678,133.9134,0.286,3.119,161.4,1.16,1039,275.15
FALSE POSITIVE,1.06100327,132.5257,0.0834,1.675,95.9,0.94,1793,2443.69
FALSE POSITIVE,0.922030594,132.076361,1.242,4.367,13859,49.63,2194,5474.27
FALSE POSITIVE,24.71479071,149.4927345,0.781,5.06776,208730,112.24,901,155.67
FALSE POSITIVE,0.607191908,132.0195301,0.917,1.30166,17369,12.44,1759,2251.28
FALSE POSITIVE,2.2502073,133.6127,0.268,2.203,260.1,19.94,3637,41377.92
CANDIDATE,17.9925973,135.4545,0.678,2.762,198.5,1.62,748,73.97
FALSE POSITIVE,0.648775795,131.7459799,0.961,4.34648,108820,41.58,1714,2038.54
FALSE POSITIVE,0.938905082,131.8411582,0.54,5.00453,358890,205.64,4281,79148.54
FALSE POSITIVE,10.81916946,132.9864665,0.275,5.50262,437140,67.76,850,123.51
